plotID,plot,size,structure,species,n,k
28SW,28SW-35-01,4,TB-semai,Parasi,3,0
28SW,28SW-35-01,4,TB-semai,Canar,1,0
28SW,28SW-35-01,4,TB-semai,Amis mata,2,0
28SW,28SW-35-01,4,TB-semai,Oar,3,0
28SW,28SW-35-01,4,TB-semai,Harendong,9,0
28SW,28SW-35-01,4,TB-semai,Carulang,5,0
28SW,28SW-35-01,4,TB-semai,Hanjuang,2,0
28SW,28SW-35-01,4,TB-semai,Ki teja,4,0
28SW,28SW-35-01,4,TB-semai,Peuris,4,0
28SW,28SW-35-01,4,TB-semai,Ki sampang,2,0
28SW,28SW-35-01,4,TB-semai,Ki laja,1,0
28SW,28SW-35-01,4,TB-semai,Bingbin,3,0
28SW,28SW-35-01,25,Pancang,Hanjuang,3,0
28SW,28SW-35-01,25,Pancang,Peuris,9,0
28SW,28SW-35-01,25,Pancang,Lampeni ,6,0
28SW,28SW-35-01,25,Pancang,Heucit,5,0
28SW,28SW-35-01,25,Pancang,Salam,3,0
28SW,28SW-35-01,25,Pancang,Padali,1,0
28SW,28SW-35-01,25,Pancang,Lame,1,0
28SW,28SW-35-01,25,Pancang,Bingbin,3,0
28SW,28SW-35-01,25,Pancang,Bubuay,4,0
28SW,28SW-35-01,25,Pancang,Cangcaratan,4,0
28SW,28SW-35-01,100,Tiang,Tuak kalapa,1,35
28SW,28SW-35-01,100,Tiang,Peuris,1,59
28SW,28SW-35-01,100,Tiang,Cangcaratan,1,43
28SW,28SW-35-01,400,Pohon,Padali,1,95
28SW,28SW-35-01,400,Pohon,Salam,1,67
28SW,28SW-35-01,400,Pohon,Peuris,1,63
28SW,28SW-35-01,400,Pohon,Padali,1,125
28SW,28SW-35-01,400,Pohon,Daruak,1,84
28SW,28SW-35-01,400,Pohon,Laban,1,75
28SW,28SW-35-01,400,Pohon,Laban,1,96
28SW,28SW-35-01,400,Pohon,Cangkudu,1,89
28SW,28SW-35-01,400,Pohon,Salam,1,98
28SW,28SW-35-01,400,Pohon,Cangcaratan,1,80
28SW,28SW-35-01,400,Pohon,Ki sampang,1,99
28SW,28SW-35-01,400,Pohon,Ki teja,1,71
28SW,28SW-35-01,400,Pohon,Padali,1,66
28SW,28SW-35-01,400,Pohon,Salam,1,150
28SW,28SW-35-01,400,Pohon,Daruak,1,112
28SW,28SW-35-01,400,Pohon,Laban,1,84
28SW,28SW-35-02,4,TB-semai,Cangkuang,4,0
28SW,28SW-35-02,4,TB-semai,Ki barela,3,0
28SW,28SW-35-02,4,TB-semai,Carulang,5,0
28SW,28SW-35-02,4,TB-semai,Parasi,1,0
28SW,28SW-35-02,4,TB-semai,Ki tanjung,1,0
28SW,28SW-35-02,4,TB-semai,Cangcaratan,7,0
28SW,28SW-35-02,4,TB-semai,Icat,1,0
28SW,28SW-35-02,4,TB-semai,Lampeni ,3,0
28SW,28SW-35-02,4,TB-semai,Peuris,6,0
28SW,28SW-35-02,4,TB-semai,Hanjuang,5,0
28SW,28SW-35-02,4,TB-semai,Amis mata,2,0
28SW,28SW-35-02,4,TB-semai,Bingbin,4,0
28SW,28SW-35-02,4,TB-semai,Leles,1,0
28SW,28SW-35-02,4,TB-semai,Bungburutu,1,0
28SW,28SW-35-02,25,Pancang,Bungburutu,3,0
28SW,28SW-35-02,25,Pancang,Peuris,7,0
28SW,28SW-35-02,25,Pancang,Laban,6,0
28SW,28SW-35-02,25,Pancang,Cangcaratan,9,0
28SW,28SW-35-02,25,Pancang,Lampeni ,5,0
28SW,28SW-35-02,25,Pancang,Sempur,4,0
28SW,28SW-35-02,25,Pancang,Oar,2,0
28SW,28SW-35-02,25,Pancang,Heucit,10,0
28SW,28SW-35-02,25,Pancang,Tuak kalapa,11,0
28SW,28SW-35-02,25,Pancang,Ki endog,5,0
28SW,28SW-35-02,25,Pancang,Carulang,4,0
28SW,28SW-35-02,25,Pancang,Bubuay,4,0
28SW,28SW-35-02,25,Pancang,Ki segel,5,0
28SW,28SW-35-02,25,Pancang,Bihbul,2,0
28SW,28SW-35-02,100,Tiang,Heas,1,35
28SW,28SW-35-02,100,Tiang,Peuris,1,49
28SW,28SW-35-02,100,Tiang,Heas,1,39
28SW,28SW-35-02,100,Tiang,Heas,1,31
28SW,28SW-35-02,100,Tiang,Ki pare,1,45
28SW,28SW-35-02,100,Tiang,Ki pare,1,34
28SW,28SW-35-02,400,Pohon,Sempur,1,86
28SW,28SW-35-02,400,Pohon,Padali,1,114
28SW,28SW-35-02,400,Pohon,Cangcaratan,1,73
28SW,28SW-35-02,400,Pohon,Laban,1,69
28SW,28SW-35-02,400,Pohon,Peuris,1,64
28SW,28SW-35-02,400,Pohon,Cangkudu,1,63
28SW,28SW-35-02,400,Pohon,Padali,1,93
28SW,28SW-35-02,400,Pohon,Peuris,1,61
28SW,28SW-35-02,400,Pohon,Cangcaratan,1,73
28SW,28SW-35-02,400,Pohon,Padali,1,97
28SW,28SW-35-02,400,Pohon,Laban,1,76
28SW,28SW-35-02,400,Pohon,Padali,1,85
28SW,28SW-35-02,400,Pohon,Padali,1,69
28SW,28SW-35-02,400,Pohon,Padali,1,62
28SW,28SW-35-03,4,TB-semai,Kanyere,3,0
28SW,28SW-35-03,4,TB-semai,Harendong,11,0
28SW,28SW-35-03,4,TB-semai,Rotan,4,0
28SW,28SW-35-03,4,TB-semai,Tuak kalapa,6,0
28SW,28SW-35-03,4,TB-semai,Hanjuang,6,0
28SW,28SW-35-03,4,TB-semai,Bingbin,1,0
28SW,28SW-35-03,4,TB-semai,Ki teja,4,0
28SW,28SW-35-03,4,TB-semai,Icat,5,0
28SW,28SW-35-03,4,TB-semai,Peuris,10,0
28SW,28SW-35-03,4,TB-semai,Jingjing kulit,1,0
28SW,28SW-35-03,4,TB-semai,Ki sampang,4,0
28SW,28SW-35-03,4,TB-semai,Harendong,6,0
28SW,28SW-35-03,25,Pancang,Lame,4,0
28SW,28SW-35-03,25,Pancang,Kanyere,1,0
28SW,28SW-35-03,25,Pancang,Kasongket,1,0
28SW,28SW-35-03,25,Pancang,Ki sampang,7,0
28SW,28SW-35-03,25,Pancang,Ki endog,3,0
28SW,28SW-35-03,25,Pancang,Peuris,9,0
28SW,28SW-35-03,25,Pancang,Leles,1,0
28SW,28SW-35-03,25,Pancang,Ki huut,6,0
28SW,28SW-35-03,25,Pancang,Bingbin,5,0
28SW,28SW-35-03,25,Pancang,Jirak,6,0
28SW,28SW-35-03,25,Pancang,Bungur,4,0
28SW,28SW-35-03,25,Pancang,Laban,7,0
28SW,28SW-35-03,25,Pancang,Kawao,3,0
28SW,28SW-35-03,100,Tiang,Peuris,1,46
28SW,28SW-35-03,100,Tiang,Taritih,1,34
28SW,28SW-35-03,100,Tiang,Ki teja,1,75
28SW,28SW-35-03,100,Tiang,Lame,1,131
28SW,28SW-35-03,400,Pohon,Cangcaratan,1,134
28SW,28SW-35-03,400,Pohon,Padali,1,84
28SW,28SW-35-03,400,Pohon,Padali,1,74
28SW,28SW-35-03,400,Pohon,Ki sampang,1,61
28SW,28SW-35-03,400,Pohon,Salam,1,111
28SW,28SW-35-03,400,Pohon,Laban,1,70
28SW,28SW-35-04,4,TB-semai,Bingbin,2,0
28SW,28SW-35-04,4,TB-semai,Harendong,6,0
28SW,28SW-35-04,4,TB-semai,Cangkuang,4,0
28SW,28SW-35-04,4,TB-semai,Parasi,3,0
28SW,28SW-35-04,4,TB-semai,Ki suit,3,0
28SW,28SW-35-04,4,TB-semai,Ki tulang,1,0
28SW,28SW-35-04,4,TB-semai,Hanjuang,2,0
28SW,28SW-35-04,4,TB-semai,Ki teja,4,0
28SW,28SW-35-04,4,TB-semai,Ki beureum,1,0
28SW,28SW-35-04,4,TB-semai,Tuak kalapa,6,0
28SW,28SW-35-04,25,Pancang,Canar,1,0
28SW,28SW-35-04,25,Pancang,Jirak,4,0
28SW,28SW-35-04,25,Pancang,Ki pare,5,0
28SW,28SW-35-04,25,Pancang,Benying,2,0
28SW,28SW-35-04,25,Pancang,Ki tanjung,4,0
28SW,28SW-35-04,25,Pancang,Hanjuang,1,0
28SW,28SW-35-04,25,Pancang,Peuris,6,0
28SW,28SW-35-04,25,Pancang,Gompong,1,0
28SW,28SW-35-04,25,Pancang,Ki kunti,2,0
28SW,28SW-35-04,100,Tiang,Lame,1,53
28SW,28SW-35-04,100,Tiang,Cangkudu,1,56
28SW,28SW-35-04,400,Pohon,Padali,1,73
28SW,28SW-35-04,400,Pohon,Padali,1,70
28SW,28SW-35-04,400,Pohon,Hanjiat,1,80
28SW,28SW-35-04,400,Pohon,Peuris,1,73
28SW,28SW-35-04,400,Pohon,Lame,1,85
28SW,28SW-35-04,400,Pohon,Padali,1,83
28SW,28SW-35-04,400,Pohon,Jirak,1,65
28SW,28SW-35-04,400,Pohon,Ki sampang,1,112
28SW,28SW-35-05,4,TB-semai,Cangkuang,1,0
28SW,28SW-35-05,4,TB-semai,Harendong,2,0
28SW,28SW-35-05,4,TB-semai,Parasi,3,0
28SW,28SW-35-05,4,TB-semai,Tuak kalapa,11,0
28SW,28SW-35-05,4,TB-semai,Jirak,1,0
28SW,28SW-35-05,4,TB-semai,Rukem,1,0
28SW,28SW-35-05,4,TB-semai,Ki tulang,1,0
28SW,28SW-35-05,4,TB-semai,Ki teja,1,0
28SW,28SW-35-05,4,TB-semai,Rotan,1,0
28SW,28SW-35-05,4,TB-semai,Hanjuang,2,0
28SW,28SW-35-05,4,TB-semai,Heas,1,0
28SW,28SW-35-05,4,TB-semai,Parasi,1,0
28SW,28SW-35-05,25,Pancang,Lampeni ,7,0
28SW,28SW-35-05,25,Pancang,Heas,4,0
28SW,28SW-35-05,25,Pancang,Benying,3,0
28SW,28SW-35-05,25,Pancang,Ki tulang,3,0
28SW,28SW-35-05,25,Pancang,Ki teja,2,0
28SW,28SW-35-05,25,Pancang,Rukem,1,0
28SW,28SW-35-05,25,Pancang,Rotan,3,0
28SW,28SW-35-05,25,Pancang,Ki sampang,4,0
28SW,28SW-35-05,25,Pancang,Ceuri,4,0
28SW,28SW-35-05,25,Pancang,Hanjuang,1,0
28SW,28SW-35-05,25,Pancang,Cangkudu,2,0
28SW,28SW-35-05,25,Pancang,Padali,5,0
28SW,28SW-35-05,25,Pancang,Ki huut,6,0
28SW,28SW-35-05,25,Pancang,Jirak,10,0
28SW,28SW-35-05,25,Pancang,Laban,3,0
28SW,28SW-35-05,100,Tiang,Peuris,1,47
28SW,28SW-35-05,100,Tiang,Padali,1,42
28SW,28SW-35-05,100,Tiang,Padali,1,59
28SW,28SW-35-05,100,Tiang,Cangcaratan,1,42
28SW,28SW-35-05,100,Tiang,Padali,1,34
28SW,28SW-35-05,400,Pohon,Padali,1,127
28SW,28SW-35-05,400,Pohon,Jirak,1,68
28SW,28SW-35-05,400,Pohon,Laban,1,73
28SW,28SW-35-05,400,Pohon,Jirak,1,70
28SW,28SW-35-05,400,Pohon,Ki teja,1,67
28SW,28SW-35-05,400,Pohon,Hanjiat,1,67
28SW,28SW-35-05,400,Pohon,Peuris,1,71
28SW,28SW-35-05,400,Pohon,Padali,1,78
28SW,28SW-35-05,400,Pohon,Cangkudu,1,75
56BB,56BB-34-01,4,TB-semai,Icat,4,0
56BB,56BB-34-01,4,TB-semai,Hata,3,0
56BB,56BB-34-01,4,TB-semai,Papakuan,1,0
56BB,56BB-34-01,4,TB-semai,Harendong bulu,2,0
56BB,56BB-34-01,4,TB-semai,Ki barela,1,0
56BB,56BB-34-01,4,TB-semai,Ki barela,6,0
56BB,56BB-34-01,4,TB-semai,Lada,7,0
56BB,56BB-34-01,4,TB-semai,Kopi,6,0
56BB,56BB-34-01,4,TB-semai,Ki lalayu,1,0
56BB,56BB-34-01,4,TB-semai,Ki jahe,1,0
56BB,56BB-34-01,4,TB-semai,Ki asahan,4,0
56BB,56BB-34-01,4,TB-semai,Tangkil,2,0
56BB,56BB-34-01,4,TB-semai,Kopi,6,0
56BB,56BB-34-01,4,TB-semai,Jengkol,1,0
56BB,56BB-34-01,4,TB-semai,Pete,1,0
56BB,56BB-34-01,4,TB-semai,Lame,1,0
56BB,56BB-34-01,4,TB-semai,Buah,1,0
56BB,56BB-34-01,4,TB-semai,Putat,1,0
56BB,56BB-34-01,100,Tiang,Tangkil,1,36
56BB,56BB-34-01,100,Tiang,Lame,1,37
56BB,56BB-34-01,100,Tiang,Tangkil,1,35
56BB,56BB-34-01,100,Tiang,Tangkil,1,44
56BB,56BB-34-01,100,Tiang,Tangkil,1,53
56BB,56BB-34-01,100,Tiang,Pete,1,43
56BB,56BB-34-01,400,Pohon,Angsana,1,71
56BB,56BB-34-01,400,Pohon,Loa,1,367
56BB,56BB-34-01,400,Pohon,Lame,1,114
56BB,56BB-34-02,4,TB-semai,Lada,1,0
56BB,56BB-34-02,4,TB-semai,Hata,4,0
56BB,56BB-34-02,4,TB-semai,Harendong bulu,10,0
56BB,56BB-34-02,4,TB-semai,Ki barela,2,0
56BB,56BB-34-02,4,TB-semai,Katumpang,4,0
56BB,56BB-34-02,4,TB-semai,Kawao,1,0
56BB,56BB-34-02,4,TB-semai,Kopi,24,0
56BB,56BB-34-02,4,TB-semai,Mahoni,17,0
56BB,56BB-34-02,25,Pancang,Kopi,19,0
56BB,56BB-34-02,25,Pancang,Tangkil,3,0
56BB,56BB-34-02,25,Pancang,Jengkol,1,0
56BB,56BB-34-02,25,Pancang,Buah,1,0
56BB,56BB-34-02,25,Pancang,Cebreng,1,0
56BB,56BB-34-02,25,Pancang,Sulangkar,1,0
56BB,56BB-34-02,25,Pancang,Tuak kalapa,2,0
56BB,56BB-34-02,25,Pancang,Laban,1,0
56BB,56BB-34-02,100,Tiang,Patat,1,41
56BB,56BB-34-02,100,Tiang,Tangkil,1,42
56BB,56BB-34-02,100,Tiang,Mahoni,1,58
56BB,56BB-34-02,100,Tiang,Mahoni,1,47
56BB,56BB-34-02,100,Tiang,Mahoni,1,59
56BB,56BB-34-02,400,Pohon,Pete,1,64
56BB,56BB-34-02,400,Pohon,Daruak,1,82
56BB,56BB-34-02,400,Pohon,Mahoni,1,173
56BB,56BB-34-02,400,Pohon,Mahoni,1,172
56BB,56BB-34-02,400,Pohon,Kananga,1,112
56BB,56BB-34-02,400,Pohon,Ki jahe,1,74
56BB,56BB-34-02,400,Pohon,Daruak,1,83
56BB,56BB-34-02,400,Pohon,Mahoni,1,90
56BB,56BB-34-02,400,Pohon,Taritih,1,77
56BB,56BB-34-02,400,Pohon,Mahoni,1,68
56BB,56BB-34-02,400,Pohon,Mahoni,1,70
56BB,56BB-34-03,4,TB-semai,Ki lalayu,1,0
56BB,56BB-34-03,4,TB-semai,Parasi,2,0
56BB,56BB-34-03,4,TB-semai,Papakuan,3,0
56BB,56BB-34-03,4,TB-semai,Wareng,2,0
56BB,56BB-34-03,4,TB-semai,Hata,1,0
56BB,56BB-34-03,4,TB-semai,Kopi,9,0
56BB,56BB-34-03,4,TB-semai,Rampong,2,0
56BB,56BB-34-03,4,TB-semai,Benying,2,0
56BB,56BB-34-03,4,TB-semai,Pacing,2,0
56BB,56BB-34-03,4,TB-semai,Ki kalapa,2,0
56BB,56BB-34-03,4,TB-semai,Peuris,2,0
56BB,56BB-34-03,4,TB-semai,Talingkup,1,0
56BB,56BB-34-03,25,Pancang,Kopi,8,0
56BB,56BB-34-03,25,Pancang,Tangkil,2,0
56BB,56BB-34-03,25,Pancang,Pete,1,0
56BB,56BB-34-03,100,Tiang,Laban,1,44
56BB,56BB-34-03,100,Tiang,Tangkil,1,50
56BB,56BB-34-03,100,Tiang,Jengkol,1,45
56BB,56BB-34-03,100,Tiang,Jengkol,1,57
56BB,56BB-34-03,100,Tiang,Nangka,1,31
56BB,56BB-34-03,400,Pohon,Mahoni,1,161
56BB,56BB-34-03,400,Pohon,Jengkol,1,66
56BB,56BB-34-03,400,Pohon,Jengkol,1,63
56BB,56BB-34-03,400,Pohon,Jengkol,1,106
56BB,56BB-34-03,400,Pohon,Jengkol,1,81
56BB,56BB-34-04,4,TB-semai,Ki kalapa,1,0
56BB,56BB-34-04,4,TB-semai,Harendong,9,0
56BB,56BB-34-04,4,TB-semai,Peuris,1,0
56BB,56BB-34-04,4,TB-semai,Pungpurutan,1,0
56BB,56BB-34-04,4,TB-semai,Jampang,10,0
56BB,56BB-34-04,4,TB-semai,Ki asahan,1,0
56BB,56BB-34-04,4,TB-semai,Salam,1,0
56BB,56BB-34-04,4,TB-semai,Ki sampang,2,0
56BB,56BB-34-04,4,TB-semai,Ki lalayu,1,0
56BB,56BB-34-04,25,Pancang,Ki lalayu,1,0
56BB,56BB-34-04,25,Pancang,Pete,1,0
56BB,56BB-34-04,25,Pancang,Kopi,10,0
56BB,56BB-34-04,25,Pancang,Kacapi,1,0
56BB,56BB-34-04,100,Tiang,Jengkol,1,55
56BB,56BB-34-04,100,Tiang,Nangka,1,31
56BB,56BB-34-04,400,Pohon,Jengkol,1,66
56BB,56BB-34-04,400,Pohon,Daruak,1,96
56BB,56BB-34-04,400,Pohon,Mahoni,1,125
56BB,56BB-34-04,400,Pohon,Mahoni,1,68
56BB,56BB-34-04,400,Pohon,Mahoni,1,63
56BB,56BB-34-04,400,Pohon,Mahoni,1,150
56BB,56BB-34-04,400,Pohon,Mahoni,1,72
56BB,56BB-34-04,400,Pohon,Lame,1,65
56BB,56BB-34-04,400,Pohon,Laban,1,204
56BB,56BB-34-04,400,Pohon,Mahoni,1,149
56BB,56BB-34-05,4,TB-semai,Ki lalayu,2,0
56BB,56BB-34-05,4,TB-semai,Peuris,2,0
56BB,56BB-34-05,4,TB-semai,Oar,1,0
56BB,56BB-34-05,4,TB-semai,Kopi,9,0
56BB,56BB-34-05,4,TB-semai,Mahoni,5,0
56BB,56BB-34-05,4,TB-semai,Lampeni ,2,0
56BB,56BB-34-05,4,TB-semai,Jampang,3,0
56BB,56BB-34-05,4,TB-semai,Ki kalapa,2,0
56BB,56BB-34-05,4,TB-semai,Ki asahan,1,0
56BB,56BB-34-05,4,TB-semai,Jengkol,1,0
56BB,56BB-34-05,4,TB-semai,Lada,2,0
56BB,56BB-34-05,4,TB-semai,Singugu,1,0
56BB,56BB-34-05,4,TB-semai,Salam,1,0
56BB,56BB-34-05,4,TB-semai,Kadeper buah,1,0
56BB,56BB-34-05,25,Pancang,Kopi,9,0
56BB,56BB-34-05,25,Pancang,Jengkol,1,0
56BB,56BB-34-05,25,Pancang,Kacapi,1,0
56BB,56BB-34-05,25,Pancang,Tangkil,1,0
56BB,56BB-34-05,100,Tiang,Salam,1,60
56BB,56BB-34-05,100,Tiang,Jengkol,1,32
56BB,56BB-34-05,100,Tiang,Jengkol,1,31
56BB,56BB-34-05,100,Tiang,Jengkol,1,41
56BB,56BB-34-05,100,Tiang,Jengkol,1,40
56BB,56BB-34-05,100,Tiang,Jengkol,1,53
56BB,56BB-34-05,100,Tiang,Jengkol,1,45
56BB,56BB-34-05,100,Tiang,Salam,1,65
56BB,56BB-34-05,100,Tiang,Jengkol,1,64
56BB,56BB-34-05,100,Tiang,Mahoni,1,145
56BB,56BB-34-05,100,Tiang,Mahoni,1,110
56BB,56BB-34-05,100,Tiang,Mahoni,1,110
56BB,56BB-34-05,100,Tiang,Daruak,1,112
56BB,56BB-34-05,100,Tiang,Salam,1,98
56BB,56BB-34-05,100,Tiang,Jengkol,1,70
56BB,56BB-34-05,100,Tiang,Jengkol,1,77
56BB,56BB-34-05,100,Tiang,Jengkol,1,77
56BB,56BB-34-05,100,Tiang,Mahoni,1,150
56BB,56BB-34-05,100,Tiang,Jengkol,1,95
56BB,56BB-34-05,100,Tiang,Mahoni,1,72
56BB,56BB-34-05,100,Tiang,Daruak,1,101
56BB,56BB-34-05,100,Tiang,Daruak,1,104
56BB,56BB-34-05,100,Tiang,Daruak,1,76
56BB,56BB-34-05,100,Tiang,Jengkol,1,71
56BB,56BB-34-05,100,Tiang,Jengkol,1,113
56BB,56BB-34-05,100,Tiang,Mahoni,1,65
86JJ,86JJ-12-01,4,TB-semai,Rotan,3,0
86JJ,86JJ-12-01,4,TB-semai,Cariang,2,0
86JJ,86JJ-12-01,4,TB-semai,Harendong,10,0
86JJ,86JJ-12-01,4,TB-semai,Heas,6,0
86JJ,86JJ-12-01,25,Pancang,Jirak,9,0
86JJ,86JJ-12-01,25,Pancang,Jirak,4,0
86JJ,86JJ-12-01,25,Pancang,Peuris,3,0
86JJ,86JJ-12-01,25,Pancang,Cangcaratan,2,0
86JJ,86JJ-12-01,100,Tiang,Jirak,1,30
86JJ,86JJ-12-01,100,Tiang,Jirak,1,40
86JJ,86JJ-12-01,100,Tiang,Hareumeung,1,50
86JJ,86JJ-12-01,100,Tiang,Angrit,1,40
86JJ,86JJ-12-01,100,Tiang,Angrit,1,40
86JJ,86JJ-12-01,400,Pohon,Sempur,1,70
86JJ,86JJ-12-01,400,Pohon,Padali,1,150
86JJ,86JJ-12-01,400,Pohon,Peuris,1,100
86JJ,86JJ-12-01,400,Pohon,Ki sereh,1,150
86JJ,86JJ-12-02,4,TB-semai,Kaman,3,0
86JJ,86JJ-12-02,4,TB-semai,Bingbin,2,0
86JJ,86JJ-12-02,4,TB-semai,Rotan,3,0
86JJ,86JJ-12-02,4,TB-semai,Sulangkar,6,0
86JJ,86JJ-12-02,4,TB-semai,Harendong,10,0
86JJ,86JJ-12-02,25,Pancang,Ipis kulit,2,0
86JJ,86JJ-12-02,25,Pancang,Taritih,1,0
86JJ,86JJ-12-02,25,Pancang,Jirak,6,0
86JJ,86JJ-12-02,25,Pancang,Padali,1,0
86JJ,86JJ-12-02,100,Tiang,Peuris,1,35
86JJ,86JJ-12-02,100,Tiang,Cangcaratan,1,40
86JJ,86JJ-12-02,100,Tiang,Jirak,1,32
86JJ,86JJ-12-02,100,Tiang,Jirak,1,35
86JJ,86JJ-12-02,100,Tiang,Padali,1,30
86JJ,86JJ-12-02,100,Tiang,Peuris,1,35
86JJ,86JJ-12-02,400,Pohon,Gempol,1,120
86JJ,86JJ-12-02,400,Pohon,Heas,1,120
86JJ,86JJ-12-02,400,Pohon,Ceuri,1,100
86JJ,86JJ-12-02,400,Pohon,Ki sereh,1,150
86JJ,86JJ-12-03,4,TB-semai,Bangban,3,0
86JJ,86JJ-12-03,4,TB-semai,Bingbin,4,0
86JJ,86JJ-12-03,4,TB-semai,Rotan,5,0
86JJ,86JJ-12-03,4,TB-semai,Harendong,6,0
86JJ,86JJ-12-03,4,TB-semai,Lampeni gunung,5,0
86JJ,86JJ-12-03,4,TB-semai,Sulangkar,6,0
86JJ,86JJ-12-03,25,Pancang,Peuris,6,0
86JJ,86JJ-12-03,25,Pancang,Tundun sayong,4,0
86JJ,86JJ-12-03,25,Pancang,Ceuri,5,0
86JJ,86JJ-12-03,25,Pancang,Ki sereh,1,0
86JJ,86JJ-12-03,100,Tiang,Jirak,1,40
86JJ,86JJ-12-03,100,Tiang,Ki sereh,1,35
86JJ,86JJ-12-03,100,Tiang,Huru,1,40
86JJ,86JJ-12-03,100,Tiang,Ceuri,1,35
86JJ,86JJ-12-03,400,Pohon,Padali,1,100
86JJ,86JJ-12-03,400,Pohon,Ceuri,1,110
86JJ,86JJ-12-03,400,Pohon,Ki sereh,1,150
86JJ,86JJ-12-03,400,Pohon,Cangcaratan,1,150
86JJ,86JJ-12-03,400,Pohon,Bengang,1,120
86JJ,86JJ-12-04,4,TB-semai,Cariang,5,0
86JJ,86JJ-12-04,4,TB-semai,Bingbin,1,0
86JJ,86JJ-12-04,4,TB-semai,Harashas,6,0
86JJ,86JJ-12-04,4,TB-semai,Jirak,6,0
86JJ,86JJ-12-04,4,TB-semai,Padali,2,0
86JJ,86JJ-12-04,4,TB-semai,Ki sereh,1,0
86JJ,86JJ-12-04,25,Pancang,Heucit,3,0
86JJ,86JJ-12-04,25,Pancang,Jirak,5,0
86JJ,86JJ-12-04,25,Pancang,Lampeni gunung,2,0
86JJ,86JJ-12-04,25,Pancang,Huru,2,0
86JJ,86JJ-12-04,25,Pancang,Padali,1,0
86JJ,86JJ-12-04,100,Tiang,Huru,1,30
86JJ,86JJ-12-04,100,Tiang,Jirak,1,35
86JJ,86JJ-12-04,100,Tiang,Ki sereh,1,30
86JJ,86JJ-12-04,100,Tiang,Padali,1,35
86JJ,86JJ-12-04,100,Tiang,Huru,1,35
86JJ,86JJ-12-04,400,Pohon,Ki ganik,1,170
86JJ,86JJ-12-04,400,Pohon,Sentul,1,200
86JJ,86JJ-12-04,400,Pohon,Huru,1,120
86JJ,86JJ-12-04,400,Pohon,Heas,1,130
86JJ,86JJ-12-05,4,TB-semai,Bingbin,5,0
86JJ,86JJ-12-05,4,TB-semai,Haraghag,10,0
86JJ,86JJ-12-05,4,TB-semai,Peuris,4,0
86JJ,86JJ-12-05,25,Pancang,Ki huut,2,0
86JJ,86JJ-12-05,25,Pancang,Peuris,5,0
86JJ,86JJ-12-05,25,Pancang,Taritih,1,0
86JJ,86JJ-12-05,25,Pancang,Bengang,1,0
86JJ,86JJ-12-05,100,Tiang,Heas,1,30
86JJ,86JJ-12-05,100,Tiang,Ki huut,1,35
86JJ,86JJ-12-05,100,Tiang,Ceuri,1,40
86JJ,86JJ-12-05,100,Tiang,Bengang,1,35
86JJ,86JJ-12-05,400,Pohon,Laban,1,130
86JJ,86JJ-12-05,400,Pohon,Laban,1,120
86JJ,86JJ-12-05,400,Pohon,Bengang,1,120
86JJ,86JJ-12-05,400,Pohon,Cangcaratan,1,120
86JJ,86JJ-12-05,400,Pohon,Padali,1,100
21MY,21MY-11-01,4,TB-semai,Rotan,10,0
21MY,21MY-11-01,4,TB-semai,Kaman,7,0
21MY,21MY-11-01,4,TB-semai,Ki geulam,4,0
21MY,21MY-11-01,4,TB-semai,Heas,6,0
21MY,21MY-11-01,25,Pancang,Ki puak,1,0
21MY,21MY-11-01,25,Pancang,Heucit,4,0
21MY,21MY-11-01,25,Pancang,Peuris,2,0
21MY,21MY-11-01,100,Tiang,Ki huut,1,35
21MY,21MY-11-01,100,Tiang,Ipis kulit,1,30
21MY,21MY-11-01,100,Tiang,Heucit,1,40
21MY,21MY-11-01,100,Tiang,Ki calung,1,30
21MY,21MY-11-01,400,Pohon,Ki jahe,1,100
21MY,21MY-11-01,400,Pohon,Cangcaratan,1,120
21MY,21MY-11-01,400,Pohon,Angrit,1,150
21MY,21MY-11-01,400,Pohon,Ki ganik,1,100
21MY,21MY-11-02,4,TB-semai,Kaman,10,0
21MY,21MY-11-02,4,TB-semai,Bengang,1,0
21MY,21MY-11-02,4,TB-semai,Geulam,2,0
21MY,21MY-11-02,4,TB-semai,Cangcaratan,3,0
21MY,21MY-11-02,25,Pancang,Heucit,4,0
21MY,21MY-11-02,25,Pancang,Ki huut,2,0
21MY,21MY-11-02,25,Pancang,Huru,3,0
21MY,21MY-11-02,25,Pancang,Cangcaratan,1,0
21MY,21MY-11-02,100,Tiang,Huru,1,30
21MY,21MY-11-02,100,Tiang,Geulam,1,35
21MY,21MY-11-02,100,Tiang,Angrit,1,30
21MY,21MY-11-02,100,Tiang,Ki huut,1,35
21MY,21MY-11-02,400,Pohon,Bengang,1,100
21MY,21MY-11-02,400,Pohon,Bengang,1,150
21MY,21MY-11-02,400,Pohon,Purut,1,150
21MY,21MY-11-02,400,Pohon,Sigeung,1,200
21MY,21MY-11-02,400,Pohon,Ki kacang,1,150
21MY,21MY-11-03,4,TB-semai,Rotan,7,0
21MY,21MY-11-03,4,TB-semai,Kaman,8,0
21MY,21MY-11-03,4,TB-semai,Ki calung,4,0
21MY,21MY-11-03,4,TB-semai,Heas,2,0
21MY,21MY-11-03,25,Pancang,Ki huut,3,0
21MY,21MY-11-03,25,Pancang,Ki segel,5,0
21MY,21MY-11-03,25,Pancang,Heas,2,0
